0.08,2,5,20,60,35,0,35,1,150
0.07,3.5,7,10,55,25,0,25
0.058,2.5,6.4,10,40,30,0,30
0.065,4,9.2,5,45,28,0,28
0.06,3,8.3,5,20,12,0,12
0.038,3.6,5.8,10,35,20,0,20
